,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams,AllStars,MVPs
4444,Jack Stephens,1956,1956,G-F,6-3,185.0,"May 18, 1933",University of Notre Dame,/players/s/stephja01.html,0,72.0,0.0,30.8,3.4,8.9,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,5.0,0.692,0.0,0.0,5.2,2.9,0.0,0.0,0.0,2.0,10.3,1,0.0,0.0
4445,Joe Stephens,1997,2000,F,6-7,210.0,"January 28, 1973","University of Colorado, University of Arkansas at Little Rock",/players/s/stephjo01.html,3,22.0,0.0,10.3,1.4,3.8,0.357,0.2,1.0,0.19,1.2,2.9,0.413,0.381,0.3,0.5,0.7,0.8,1.2,2.0,0.5,0.5,0.1,0.5,0.6,3.2,2,0.0,0.0
4446,Lance Stephenson,2011,2018,G-F,6-5,230.0,"September 5, 1990",University of Cincinnati,/players/s/stephla01.html,7,440.0,196.0,24.4,3.5,7.9,0.446,0.6,2.1,0.303,2.9,5.9,0.496,0.485,1.1,1.6,0.685,0.7,3.7,4.3,3.0,0.7,0.1,1.7,2.0,8.8,6,0.0,0.0
4447,Alex Stepheson,2016,2016,F,6-10,270.0,"August 7, 1987","University of North Carolina, University of Southern California",/players/s/stephal01.html,0,8.0,0.0,9.1,1.1,3.4,0.333,0.0,0.0,0.0,1.1,3.4,0.333,0.333,0.5,1.5,0.333,2.4,1.1,3.5,0.3,0.1,0.6,0.0,1.5,2.8,2,0.0,0.0
4448,Brook Steppe,1983,1989,G-F,6-5,195.0,"November 7, 1959",Georgia Institute of Technology,/players/s/steppbr01.html,6,238.0,28.0,12.0,1.9,4.0,0.469,0.0,0.1,0.31,1.8,3.8,0.474,0.474,1.7,2.1,0.82,0.5,0.9,1.4,1.2,0.4,0.1,1.0,1.4,5.4,5,0.0,0.0
4449,Barry Stevens,1993,1993,G-F,6-5,195.0,"January 17, 1963",Iowa State University,/players/s/steveba01.html,0,2.0,0.0,3.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1,0.0,0.0
4450,Wayne Stevens,1960,1960,F,6-3,185.0,"June 19, 1936",University of Cincinnati,/players/s/stevewa01.html,0,8.0,0.0,6.1,0.4,2.4,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.7,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.5,1.6,1,0.0,0.0
4451,DeShawn Stevenson,2001,2013,G,6-5,210.0,"April 3, 1981",0,/players/s/stevede01.html,12,824.0,542.0,22.3,2.7,6.7,0.406,0.7,2.0,0.34,2.0,4.7,0.433,0.456,1.1,1.6,0.698,0.5,1.7,2.2,1.6,0.5,0.2,1.0,1.4,7.2,6,0.0,0.0
4452,Dennis Stewart,1971,1971,F,6-6,220.0,"April 11, 1947",University of Michigan,/players/s/stewade01.html,0,12.0,0.0,6.0,1.3,4.0,0.333,0.1,0.3,0.333,1.3,3.8,0.333,0.344,0.6,0.8,0.778,0.4,1.0,1.4,0.2,0.0,0.0,0.9,1.0,3.3,2,0.0,0.0
4453,Kebu Stewart,1998,1998,F,6-8,239.0,"December 19, 1973","University of Nevada, Las Vegas, California State University, Bakersfield",/players/s/stewake01.html,0,15.0,0.0,7.3,0.8,1.7,0.462,0.0,0.0,0.0,0.8,1.7,0.462,0.462,1.1,1.7,0.64,0.6,1.5,2.1,0.1,0.3,0.1,0.5,0.9,2.7,1,0.0,0.0
4454,Larry Stewart,1992,1997,F,6-8,220.0,"September 21, 1968",Coppin State University,/players/s/stewala01.html,5,270.0,72.0,20.1,2.8,5.6,0.509,0.0,0.2,0.205,2.8,5.4,0.518,0.512,1.7,2.3,0.753,1.6,2.3,4.0,1.3,0.5,0.4,1.3,2.1,7.4,2,0.0,0.0
4455,Michael Stewart,1998,2005,C,6-10,230.0,"April 25, 1975",University of California,/players/s/stewami01.html,7,286.0,43.0,11.5,0.9,1.9,0.442,0.0,0.0,0.0,0.9,1.9,0.442,0.442,0.5,0.9,0.522,1.2,2.0,3.2,0.3,0.2,1.0,0.5,1.9,2.2,5,0.0,0.0
4456,Norm Stewart,1957,1957,F,6-5,205.0,"January 20, 1935",University of Missouri,/players/s/stewano01.html,0,5.0,0.0,7.4,0.8,3.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,0.333,0.0,0.0,1.0,0.4,0.0,0.0,0.0,1.8,2.0,1,0.0,0.0
4457,Greg Stiemsma,2012,2015,C,6-11,260.0,"September 26, 1985",University of Wisconsin,/players/s/stiemgr01.html,3,203.0,42.0,15.0,1.3,2.6,0.509,0.0,0.0,0.0,1.3,2.6,0.509,0.509,0.5,0.7,0.705,0.9,2.4,3.3,0.5,0.6,1.1,0.7,2.5,3.2,4,0.0,0.0
4458,Steve Stipanovich,1984,1988,C,6-11,245.0,"November 17, 1960",University of Missouri,/players/s/stipast01.html,4,403.0,365.0,31.2,5.0,10.3,0.484,0.0,0.1,0.179,5.0,10.2,0.489,0.486,3.2,4.0,0.796,1.9,5.9,7.8,2.3,1.0,0.9,1.9,3.6,13.2,1,0.0,0.0
4459,Bryant Stith,1993,2002,G,6-5,208.0,"December 10, 1970",University of Virginia,/players/s/stithbr01.html,9,586.0,406.0,28.0,3.4,8.1,0.424,0.5,1.6,0.329,2.9,6.5,0.447,0.456,2.7,3.2,0.841,1.0,2.4,3.4,2.0,1.0,0.2,1.3,1.9,10.1,3,0.0,0.0
4460,Sam Stith,1962,1962,G,6-2,185.0,"July 22, 1937",St. Bonaventure University,/players/s/stithsa01.html,0,32.0,0.0,13.8,1.8,5.1,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,0.605,0.0,0.0,1.6,1.9,0.0,0.0,0.0,1.7,4.4,1,0.0,0.0
4461,Tom Stith,1963,1963,F,6-5,210.0,"January 21, 1939",St. Bonaventure University,/players/s/stithto01.html,0,25.0,0.0,8.4,1.5,4.4,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.3,0.0,0.0,1.6,0.7,0.0,0.0,0.0,0.9,3.1,1,0.0,0.0
4462,Alex Stivrins,1986,1993,F,6-8,220.0,"November 29, 1962","Creighton University, University of Colorado",/players/s/stivral01.html,7,22.0,0.0,4.1,0.9,2.0,0.465,0.0,0.1,0.0,0.9,1.9,0.488,0.465,0.2,0.4,0.5,0.5,0.5,1.0,0.2,0.1,0.1,0.5,0.6,2.0,5,0.0,0.0
4463,David Stockton,2015,2018,G,5-11,165.0,"June 24, 1991",Gonzaga University,/players/s/stockda01.html,3,6.0,0.0,7.0,0.7,1.5,0.444,0.5,0.8,0.6,0.2,0.7,0.25,0.611,1.2,1.7,0.7,0.0,0.3,0.3,1.5,0.3,0.0,0.8,0.7,3.0,2,0.0,0.0
4464,Peja Stojakovic,1999,2011,F-G,6-9,220.0,"June 9, 1977",0,/players/s/stojape01.html,12,804.0,665.0,33.5,6.0,13.3,0.45,2.2,5.5,0.401,3.8,7.9,0.484,0.532,2.8,3.1,0.895,0.9,3.8,4.7,1.8,0.9,0.1,1.4,1.7,17.0,6,3.0,0.0
4465,Ed Stokes,1998,1998,C,7-0,264.0,"September 3, 1971",University of Arizona,/players/s/stokeed01.html,0,4.0,0.0,4.3,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.8,0.333,0.333,0.3,0.5,0.5,0.3,0.8,1.0,0.3,0.3,0.5,0.5,1.0,0.8,1,0.0,0.0
4466,Greg Stokes,1986,1990,F-C,6-10,220.0,"August 5, 1963",University of Iowa,/players/s/stokegr01.html,4,42.0,13.0,9.1,1.4,3.0,0.445,0.0,0.0,0.0,1.4,3.0,0.449,0.445,0.4,0.5,0.696,0.7,0.8,1.5,0.4,0.3,0.3,0.5,1.5,3.1,2,0.0,0.0
4467,Jarnell Stokes,2015,2017,F-C,6-9,263.0,"January 7, 1994",University of Tennessee,/players/s/stokeja01.html,2,28.0,2.0,5.4,0.9,1.5,0.581,0.0,0.0,0.0,0.9,1.5,0.581,0.581,0.6,1.1,0.531,0.6,0.8,1.4,0.3,0.3,0.2,0.3,1.0,2.4,3,0.0,0.0
4468,Art Stolkey,1947,1947,G,6-1,180.0,"October 23, 1920",University of Detroit Mercy,/players/s/stolkar01.html,0,23.0,0.0,0.0,1.6,7.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.9,0.682,0.0,0.0,0.0,1.7,0.0,0.0,0.0,3.1,4.4,1,0.0,0.0
4469,Randy Stoll,1968,1968,C,6-7,235.0,0,Washington State University,/players/s/stollra01.html,0,25.0,0.0,16.1,2.6,5.5,0.478,0.0,0.0,0.0,2.6,5.5,0.478,0.478,0.4,1.0,0.4,0.0,0.0,3.6,0.5,0.0,0.0,1.1,1.7,5.7,1,0.0,0.0
4470,Diamond Stone,2017,2017,C,6-11,255.0,"February 10, 1997",University of Maryland,/players/s/stonedi01.html,0,7.0,0.0,3.4,0.4,1.9,0.231,0.0,0.0,0.0,0.4,1.9,0.231,0.231,0.6,0.6,1.0,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4,2,0.0,0.0
4471,George Stone,1969,1972,F,6-7,195.0,"February 9, 1946",Marshall University,/players/s/stonege01.html,3,259.0,0.0,26.8,5.3,11.9,0.444,0.6,1.7,0.323,4.7,10.2,0.464,0.467,2.5,3.2,0.781,1.6,4.1,5.7,1.3,0.0,0.0,1.4,2.9,13.6,3,0.0,0.0
4472,Julyan Stone,2012,2018,G,6-6,200.0,"December 7, 1988",University of Texas at El Paso,/players/s/stoneju01.html,6,70.0,2.0,7.2,0.4,0.9,0.444,0.1,0.5,0.313,0.3,0.4,0.581,0.524,0.2,0.3,0.7,0.1,1.0,1.1,1.1,0.2,0.1,0.4,0.8,1.1,3,0.0,0.0
4473,Awvee Storey,2005,2008,G-F,6-6,222.0,"April 18, 1977","University of Illinois at Urbana-Champaign, Arizona State University",/players/s/storeaw01.html,3,60.0,1.0,6.8,1.0,2.3,0.414,0.1,0.3,0.25,0.9,2.1,0.435,0.429,0.4,0.8,0.511,0.7,0.6,1.4,0.4,0.2,0.0,0.3,1.1,2.4,3,0.0,0.0
4474,Damon Stoudamire,1996,2008,G,5-10,171.0,"September 3, 1973",University of Arizona,/players/s/stoudda01.html,12,878.0,793.0,33.2,4.9,12.1,0.406,1.4,3.9,0.357,3.5,8.2,0.43,0.464,2.1,2.6,0.833,0.8,2.7,3.5,6.1,1.1,0.1,2.3,1.9,13.4,4,0.0,0.0
4475,Salim Stoudamire,2006,2008,G,6-1,179.0,"October 11, 1982",University of Arizona,/players/s/stoudsa01.html,2,157.0,1.0,17.0,2.8,7.0,0.407,1.1,2.9,0.366,1.8,4.1,0.435,0.483,1.3,1.5,0.882,0.1,1.2,1.4,1.0,0.4,0.1,1.0,1.5,8.0,1,0.0,0.0
4476,Amar'e Stoudemire,2003,2016,F-C,6-10,245.0,"November 16, 1982",0,/players/s/stoudam01.html,13,846.0,696.0,31.0,7.0,13.0,0.537,0.0,0.2,0.236,7.0,12.9,0.54,0.538,4.9,6.4,0.761,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9,4,6.0,0.0
4477,Paul Stovall,1973,1974,F,6-4,215.0,"August 16, 1948",Arizona State University,/players/s/stovapa01.html,1,38.0,0.0,10.7,1.6,3.9,0.416,0.0,0.0,0.0,1.6,3.9,0.416,0.416,1.4,2.2,0.634,1.6,2.8,3.1,0.7,0.3,0.5,1.6,1.8,4.6,2,0.0,0.0
4478,D.J. Strawberry,2008,2008,G,6-5,201.0,"June 15, 1985",University of Maryland,/players/s/strawdj01.html,0,33.0,0.0,8.2,0.9,2.8,0.315,0.2,0.8,0.24,0.7,2.0,0.343,0.348,0.3,0.6,0.474,0.3,0.6,0.8,0.9,0.4,0.2,0.3,1.1,2.2,1,0.0,0.0
4479,Joe Strawder,1966,1968,C,6-10,235.0,"September 21, 1940",Bradley University,/players/s/strawjo01.html,2,231.0,0.0,27.6,3.2,7.5,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.2,0.686,0.0,0.0,9.9,1.1,0.0,0.0,0.0,4.2,8.6,1,0.0,0.0
4480,Bill Stricker,1971,1971,F,6-9,210.0,"January 22, 1948",University of the Pacific,/players/s/stricbi01.html,0,1.0,0.0,2.0,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1,0.0,0.0
4481,Erick Strickland,1997,2005,G,6-3,210.0,"November 25, 1973",University of Nebraska,/players/s/stricer01.html,8,501.0,122.0,20.3,2.7,6.8,0.392,0.8,2.3,0.351,1.9,4.5,0.413,0.451,1.4,1.7,0.826,0.4,2.2,2.6,2.4,0.8,0.1,1.3,1.9,7.5,6,0.0,0.0
4482,Mark Strickland,1995,2003,F,6-9,210.0,"July 14, 1970",Temple University,/players/s/stricma01.html,8,281.0,26.0,12.2,1.9,3.9,0.488,0.0,0.0,0.222,1.9,3.9,0.49,0.489,0.7,1.1,0.668,1.0,1.8,2.7,0.4,0.3,0.4,0.6,1.1,4.6,6,0.0,0.0
4483,Rod Strickland,1989,2005,G,6-3,175.0,"July 11, 1966",DePaul University,/players/s/stricro02.html,16,1094.0,740.0,30.7,5.0,10.9,0.454,0.2,0.6,0.282,4.8,10.3,0.465,0.462,3.1,4.4,0.721,1.1,2.7,3.7,7.3,1.5,0.2,2.6,1.9,13.2,10,0.0,0.0
4484,Roger Strickland,1964,1964,F,6-5,200.0,"September 4, 1940",Jacksonville University,/players/s/stricro01.html,0,1.0,0.0,4.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0
4485,John Stroeder,1988,1989,F,6-10,260.0,"July 24, 1958",University of Montana,/players/s/stroejo01.html,1,46.0,0.0,6.4,0.7,1.8,0.369,0.0,0.0,0.0,0.7,1.8,0.378,0.369,0.4,0.7,0.667,0.6,1.2,1.8,0.5,0.1,0.3,0.6,1.1,1.8,3,0.0,0.0
4486,Derek Strong,1992,2001,F,6-8,220.0,"February 9, 1968",Xavier University,/players/s/stronde01.html,9,456.0,72.0,18.7,2.3,5.4,0.43,0.0,0.1,0.18,2.3,5.3,0.436,0.432,2.1,2.6,0.786,1.7,3.1,4.9,0.6,0.4,0.2,0.9,1.6,6.8,6,0.0,0.0
4487,Lamont Strothers,1992,1993,G,6-4,190.0,"May 10, 1968",Christopher Newport University,/players/s/strotla01.html,1,13.0,0.0,11.9,1.8,5.6,0.329,0.2,1.2,0.133,1.7,4.5,0.379,0.342,0.8,1.1,0.714,0.7,0.5,1.2,1.1,0.7,0.1,1.3,1.2,4.6,2,0.0,0.0
4488,John Stroud,1981,1981,F,6-7,215.0,"October 29, 1957",University of Mississippi,/players/s/stroujo01.html,0,9.0,0.0,9.8,1.2,3.8,0.324,0.0,0.0,0.0,1.2,3.8,0.324,0.324,0.3,0.4,0.75,0.8,0.7,1.4,1.0,0.1,0.0,0.4,0.8,2.8,1,0.0,0.0
4489,Red Stroud,1968,1968,G,6-0,160.0,"May 2, 1941",Mississippi State University,/players/s/stroure01.html,0,7.0,0.0,4.7,0.7,1.6,0.455,0.1,0.1,1.0,0.6,1.4,0.4,0.5,1.3,1.4,0.9,0.0,0.0,0.3,0.1,0.0,0.0,1.3,1.0,2.9,1,0.0,0.0
4490,Rodney Stuckey,2008,2017,G,6-5,210.0,"April 21, 1986",Eastern Washington University,/players/s/stuckro01.html,9,651.0,302.0,27.5,4.5,10.6,0.423,0.4,1.4,0.3,4.0,9.1,0.442,0.443,3.2,3.9,0.824,0.6,2.3,2.9,3.6,0.9,0.1,1.8,2.1,12.6,2,0.0,0.0
4491,Gene Stump,1948,1950,F-G,6-2,185.0,"November 13, 1923",DePaul University,/players/s/stumpge01.html,2,148.0,0.0,0.0,2.1,7.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.692,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.5,5.3,3,0.0,0.0
4492,Stan Stutz,1947,1949,G-F,5-10,170.0,"April 14, 1920",University of Rhode Island,/players/s/stutzst01.html,2,166.0,0.0,0.0,2.4,9.5,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.8,0.813,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.4,7.1,2,0.0,0.0
4493,Gary Suiter,1971,1971,C-F,6-9,225.0,"January 18, 1945",Midwestern State University,/players/s/suitega01.html,0,30.0,0.0,4.7,0.6,1.8,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.444,0.0,0.0,1.4,0.1,0.0,0.0,0.0,0.7,1.4,1,0.0,0.0
4494,Jared Sullinger,2013,2017,F,6-9,260.0,"March 4, 1992",Ohio State University,/players/s/sullija01.html,4,269.0,172.0,24.3,4.4,10.0,0.436,0.5,1.9,0.272,3.8,8.1,0.476,0.463,1.5,2.1,0.723,2.5,4.9,7.5,1.8,0.7,0.6,1.2,2.9,10.8,2,0.0,0.0
4495,DaJuan Summers,2010,2013,F,6-8,230.0,"January 24, 1988",Georgetown University,/players/s/summeda01.html,3,83.0,7.0,9.9,1.2,3.2,0.384,0.3,1.0,0.367,0.9,2.3,0.392,0.438,0.5,0.8,0.642,0.3,0.7,1.0,0.3,0.2,0.1,0.4,1.3,3.3,3,0.0,0.0
4496,Edmond Sumner,2018,2018,G,6-6,176.0,"December 31, 1995",Xavier University,/players/s/sumneed01.html,0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0
4497,Barry Sumpter,1989,1989,F-C,6-11,215.0,"November 11, 1965","University of Louisville, Austin Peay State University",/players/s/sumptba01.html,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
4498,Don Sunderlage,1954,1955,G,6-1,180.0,"December 20, 1929",University of Illinois at Urbana-Champaign,/players/s/sundedo01.html,1,113.0,0.0,23.3,2.5,7.8,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.6,0.732,0.0,0.0,2.5,2.0,0.0,0.0,0.0,2.8,7.7,2,1.0,0.0
4499,Bruno Sundov,1999,2005,C,7-2,220.0,"February 10, 1980",0,/players/s/sundobr01.html,6,102.0,4.0,5.1,0.8,2.2,0.356,0.0,0.2,0.208,0.7,1.9,0.374,0.367,0.1,0.2,0.526,0.3,0.7,1.0,0.2,0.1,0.1,0.3,1.0,1.7,5,0.0,0.0
4500,Jon Sundvold,1984,1992,G,6-2,170.0,"July 2, 1961",University of Missouri,/players/s/sundvjo01.html,8,502.0,71.0,17.6,3.3,7.3,0.452,0.5,1.1,0.392,2.8,6.1,0.463,0.483,0.7,0.9,0.849,0.3,0.8,1.1,2.9,0.4,0.0,1.1,1.2,7.7,3,0.0,0.0
4501,Bob Sura,1996,2005,G,6-5,200.0,"March 25, 1973",Florida State University,/players/s/surabo01.html,9,657.0,205.0,23.7,2.9,7.0,0.414,0.6,2.0,0.325,2.3,5.1,0.45,0.46,2.1,3.1,0.689,0.9,2.5,3.4,3.8,1.0,0.2,1.9,2.2,8.6,5,0.0,0.0
4502,Dick Surhoff,1953,1954,F,6-4,210.0,"November 16, 1929",Long Island University,/players/s/surhodi01.html,1,58.0,0.0,9.4,1.0,3.3,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.6,0.717,0.0,0.0,1.6,0.6,0.0,0.0,0.0,1.5,3.1,2,0.0,0.0
4503,George Sutor,1968,1970,C,6-8,235.0,"September 14, 1943",La Salle University,/players/s/sutorge01.html,2,79.0,0.0,13.1,1.9,5.6,0.341,0.0,0.0,0.0,1.9,5.6,0.342,0.341,1.0,1.7,0.595,2.5,2.6,5.1,0.4,0.0,0.0,0.9,2.6,4.8,3,0.0,0.0
4504,Dane Suttle,1984,1985,G,6-3,190.0,"August 9, 1961",Pepperdine University,/players/s/suttlda01.html,1,46.0,1.0,10.7,2.5,4.9,0.507,0.0,0.1,0.0,2.5,4.8,0.516,0.507,0.9,1.1,0.857,0.5,0.6,1.1,1.0,0.5,0.0,0.7,1.1,5.9,1,0.0,0.0
4505,Greg Sutton,1992,1996,G,6-2,170.0,"December 3, 1967",Oral Roberts University,/players/s/suttogr01.html,4,168.0,8.0,11.6,1.6,4.1,0.396,0.7,1.9,0.361,0.9,2.2,0.426,0.48,0.6,0.8,0.743,0.1,0.8,0.9,1.7,0.5,0.1,1.1,1.9,4.5,3,0.0,0.0
4506,Keith Swagerty,1969,1970,F,6-7,235.0,"October 30, 1945",University of the Pacific,/players/s/swageke01.html,1,80.0,0.0,31.0,4.6,11.2,0.408,0.0,0.1,0.0,4.6,11.1,0.411,0.408,3.2,5.3,0.611,4.1,6.3,10.4,1.2,0.0,0.0,1.4,3.0,12.3,2,0.0,0.0
4507,Bennie Swain,1959,1959,F,6-8,220.0,"December 16, 1933",Texas Southern University,/players/s/swainbe01.html,0,58.0,0.0,12.2,1.7,4.2,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.9,0.609,0.0,0.0,4.5,0.5,0.0,0.0,0.0,2.2,4.6,1,0.0,0.0
4508,Caleb Swanigan,2018,2018,F,6-8,250.0,"April 18, 1997",Purdue University,/players/s/swanica01.html,0,27.0,3.0,7.0,0.9,2.2,0.4,0.0,0.3,0.125,0.9,1.9,0.442,0.408,0.4,0.7,0.667,0.6,1.4,2.0,0.5,0.2,0.1,0.7,1.4,2.3,1,0.0,0.0
4509,Norm Swanson,1954,1954,F,6-6,210.0,"October 4, 1930",University of Detroit Mercy,/players/s/swansno01.html,0,63.0,0.0,9.7,0.5,2.2,0.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.594,0.0,0.0,1.7,0.5,0.0,0.0,0.0,1.4,1.6,1,0.0,0.0
4510,Dan Swartz,1963,1963,F,6-4,215.0,"December 23, 1934",Morehead State University,/players/s/swartda01.html,0,39.0,0.0,8.6,1.5,3.8,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.8,0.847,0.0,0.0,2.3,0.5,0.0,0.0,0.0,2.4,4.5,1,0.0,0.0
4511,Mike Sweetney,2004,2007,F,6-8,275.0,"October 25, 1982",Georgetown University,/players/s/sweetmi01.html,3,233.0,73.0,15.5,2.4,5.0,0.485,0.0,0.0,0.0,2.4,5.0,0.485,0.485,1.7,2.4,0.689,1.7,2.8,4.5,0.6,0.3,0.5,1.2,2.4,6.5,2,0.0,0.0
4512,Robert Swift,2005,2009,C,7-0,245.0,"December 3, 1985",0,/players/s/swiftro01.html,4,97.0,34.0,15.5,1.8,3.5,0.506,0.0,0.0,0.0,1.8,3.5,0.506,0.506,0.7,1.2,0.61,1.3,2.6,3.9,0.2,0.3,0.9,0.7,2.3,4.3,2,0.0,0.0
4513,Skeeter Swift,1970,1974,G,6-3,204.0,"June 19, 1946",East Tennessee State University,/players/s/swiftsk01.html,4,283.0,0.0,24.2,4.3,9.7,0.445,0.5,1.5,0.298,3.8,8.1,0.473,0.469,2.5,3.0,0.841,0.5,1.7,2.2,2.9,0.2,0.0,2.5,3.2,11.6,5,0.0,0.0
4514,Stromile Swift,2001,2009,F,6-9,225.0,"November 21, 1979",Louisiana State University,/players/s/swiftst01.html,8,547.0,97.0,19.8,3.1,6.6,0.473,0.0,0.0,0.074,3.1,6.6,0.476,0.473,2.1,3.0,0.699,1.6,3.0,4.6,0.5,0.6,1.2,1.3,2.5,8.4,5,0.0,0.0
4515,Aaron Swinson,1995,1995,F,6-5,230.0,"January 9, 1971",Auburn University,/players/s/swinsaa01.html,0,9.0,0.0,5.7,1.1,2.0,0.556,0.0,0.0,0.0,1.1,2.0,0.556,0.556,0.4,0.6,0.8,0.3,0.6,0.9,0.3,0.1,0.0,0.6,0.9,2.7,1,0.0,0.0
4516,Pape Sy,2011,2011,F,6-7,225.0,"April 5, 1988",0,/players/s/sypa01.html,0,3.0,0.0,7.0,0.7,2.0,0.333,0.0,0.3,0.0,0.7,1.7,0.4,0.333,1.0,1.0,1.0,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3,1,0.0,0.0
4517,Buck Sydnor,1947,1947,G,5-10,175.0,"September 19, 1921",Western Kentucky University,/players/s/sydnobu01.html,0,15.0,0.0,0.0,0.3,1.7,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1,0.0,0.0
4518,Larry Sykes,1996,1996,F,6-9,255.0,"April 11, 1973",Xavier University,/players/s/sykesla01.html,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0
4519,Brett Szabo,1997,1997,C,6-11,230.0,"February 1, 1968",Augustana College (SD),/players/s/szabobr01.html,0,70.0,24.0,9.5,0.8,1.7,0.446,0.0,0.0,0.0,0.8,1.7,0.45,0.446,0.6,0.9,0.738,0.8,1.6,2.4,0.2,0.2,0.5,0.6,1.7,2.2,1,0.0,0.0
4520,Wally Szczerbiak,2000,2009,F,6-7,244.0,"March 5, 1977",Miami University,/players/s/szczewa02.html,9,651.0,393.0,30.8,5.4,11.0,0.485,0.9,2.2,0.406,4.4,8.8,0.505,0.526,2.5,2.9,0.86,1.0,3.0,4.0,2.4,0.6,0.2,1.5,2.1,14.1,4,1.0,0.0
4521,Walt Szczerbiak,1972,1972,F,6-6,210.0,"August 21, 1949",George Washington University,/players/s/szczewa01.html,0,53.0,0.0,11.3,2.8,4.5,0.629,0.0,0.0,0.0,2.8,4.4,0.634,0.629,0.7,1.0,0.66,1.5,1.3,2.8,0.8,0.0,0.0,0.9,1.9,6.3,1,0.0,0.0
4522,Zan Tabak,1995,2001,C,7-0,245.0,"June 15, 1970",0,/players/t/tabakza01.html,6,247.0,70.0,14.6,2.2,4.3,0.506,0.0,0.0,0.0,2.2,4.3,0.507,0.506,0.6,1.2,0.525,1.3,2.3,3.6,0.7,0.3,0.5,1.1,2.3,5.0,4,0.0,0.0
4523,Yuta Tabuse,2005,2005,G,5-9,165.0,"October 5, 1980",Brigham Young University Hawaii,/players/t/tabusyu01.html,0,4.0,0.0,4.3,0.3,1.5,0.167,0.3,0.3,1.0,0.0,1.3,0.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.3,1.8,1,0.0,0.0
4524,Chris Taft,2006,2006,F,6-10,260.0,"March 10, 1985",University of Pittsburgh,/players/t/taftch01.html,0,17.0,0.0,8.5,1.4,2.2,0.605,0.0,0.0,0.0,1.4,2.2,0.605,0.605,0.1,0.4,0.167,1.1,1.0,2.1,0.1,0.1,0.4,0.1,1.5,2.8,1,0.0,0.0
